t,leg_idx,phase,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,cmd_vn,cmd_ve,cmd_vd,cmd_spd,ach_spd,err_spd,dxy_to_gate,dist_to_gate,turn_angle_rad,blend_radius,desired_pre_ceiling,cmd_pre_smooth,yaw_cmd_deg
2.5465,1,SUSTAIN,9.363,-0.035,-2.461,7.43,1.556,0.378,4.62,10.573,-0.117,11.538,7.591,3.947,6.586,6.586,0.9999,4.034,9.0,11.538,66.4
2.568,1,SUSTAIN,9.363,-0.035,-2.461,7.43,1.556,0.378,4.62,10.573,-0.117,11.538,7.591,3.947,6.586,6.586,0.9999,4.034,9.0,11.538,66.4
2.589,1,SUSTAIN,9.594,0.013,-2.448,7.218,1.899,0.392,4.302,10.706,-0.157,11.538,7.464,4.074,6.452,6.453,0.9701,3.984,9.0,11.538,68.11
2.6104,1,SUSTAIN,9.594,0.013,-2.448,7.218,1.899,0.392,4.302,10.706,-0.157,11.538,7.464,4.074,6.452,6.453,0.9701,3.984,9.0,11.538,68.11
2.632,1,SUSTAIN,9.819,0.071,-2.434,6.999,2.218,0.416,3.984,10.828,-0.198,11.538,7.342,4.196,6.317,6.318,0.9406,3.934,9.0,11.538,69.8
2.6533,1,SUSTAIN,9.819,0.071,-2.434,6.999,2.218,0.416,3.984,10.828,-0.198,11.538,7.342,4.196,6.317,6.318,0.9406,3.934,9.0,11.538,69.8
2.6748,1,SUSTAIN,10.09,0.16,-2.416,6.697,2.625,0.45,3.586,10.966,-0.252,11.537,7.193,4.344,6.145,6.145,0.9041,3.874,9.0,11.538,71.89
2.6963,1,SUSTAIN,10.247,0.221,-2.404,6.489,2.865,0.486,3.348,11.04,-0.289,11.537,7.093,4.444,6.039,6.04,0.8825,3.835,9.0,11.538,73.13
2.717,1,SUSTAIN,10.247,0.221,-2.404,6.489,2.865,0.486,3.348,11.04,-0.289,11.537,7.093,4.444,6.039,6.04,0.8825,3.835,9.0,11.538,73.13
2.7385,1,SHORT,10.499,0.336,-2.383,6.167,3.268,0.495,3.006,11.345,-0.35,11.736,6.98,4.756,5.859,5.86,0.847,3.784,8.523,11.871,75.16
2.7602,1,SHORT,10.499,0.336,-2.383,6.167,3.268,0.495,3.04,11.472,-0.35,11.868,6.98,4.889,5.859,5.86,0.847,3.784,8.523,11.871,75.16
2.7818,1,SHORT,10.692,0.44,-2.367,5.917,3.564,0.486,2.72,11.56,-0.4,11.876,6.907,4.969,5.712,5.713,0.8191,3.748,8.553,11.879,76.76
2.8026,1,SUSTAIN,10.879,0.555,-2.35,5.66,3.836,0.492,2.326,11.297,-0.451,11.534,6.838,4.696,5.56,5.562,0.791,3.713,9.0,11.538,78.37
2.8233,1,SUSTAIN,10.879,0.555,-2.35,5.66,3.836,0.492,2.326,11.297,-0.451,11.534,6.838,4.696,5.56,5.562,0.791,3.713,9.0,11.538,78.37
2.8449,1,SUSTAIN,11.058,0.678,-2.333,5.403,4.094,0.492,2.009,11.357,-0.502,11.533,6.779,4.753,5.404,5.407,0.7631,3.681,9.0,11.538,79.97
2.8664,1,SUSTAIN,11.058,0.678,-2.333,5.403,4.094,0.492,2.009,11.357,-0.502,11.533,6.779,4.753,5.404,5.407,0.7631,3.681,9.0,11.538,79.97
2.8881,1,SUSTAIN,11.229,0.81,-2.316,5.135,4.33,0.49,1.693,11.406,-0.553,11.531,6.717,4.814,5.247,5.25,0.7354,3.647,9.0,11.538,81.56
2.9096,1,SUSTAIN,11.229,0.81,-2.316,5.135,4.33,0.49,1.693,11.406,-0.553,11.531,6.717,4.814,5.247,5.25,0.7354,3.647,9.0,11.538,81.56
2.9312,1,SUSTAIN,11.392,0.949,-2.299,4.859,4.569,0.491,1.379,11.447,-0.604,11.529,6.67,4.859,5.087,5.091,0.7079,3.618,9.0,11.538,83.13
2.9524,1,SUSTAIN,11.587,1.137,-2.277,4.552,4.873,0.437,0.976,11.485,-0.668,11.526,6.668,4.858,4.88,4.885,0.6727,3.595,9.0,11.538,85.14
2.974,1,SUSTAIN,11.587,1.137,-2.277,4.552,4.873,0.437,0.976,11.485,-0.668,11.526,6.668,4.858,4.88,4.885,0.6727,3.595,9.0,11.538,85.14
2.9949,1,SUSTAIN,11.734,1.296,-2.262,4.279,5.11,0.392,0.65,11.505,-0.713,11.524,6.666,4.858,4.711,4.717,0.6444,3.577,9.0,11.538,86.77
3.0159,1,SUSTAIN,11.734,1.296,-2.262,4.279,5.11,0.392,0.65,11.505,-0.713,11.524,6.666,4.858,4.711,4.717,0.6444,3.577,9.0,11.538,86.77
3.0374,1,SUSTAIN,11.873,1.463,-2.249,4.034,5.336,0.318,0.322,11.516,-0.753,11.521,6.689,4.832,4.539,4.546,0.616,3.564,9.0,11.538,88.4
3.058,1,SUSTAIN,11.873,1.463,-2.249,4.034,5.336,0.318,0.322,11.516,-0.753,11.521,6.689,4.832,4.539,4.546,0.616,3.564,9.0,11.538,88.4
3.0797,1,SUSTAIN,12.004,1.636,-2.238,3.792,5.529,0.239,-0.01,11.518,-0.785,11.518,6.704,4.814,4.364,4.372,0.5871,3.55,9.0,11.538,90.05
3.1002,1,SUSTAIN,12.163,1.865,-2.228,3.508,5.778,0.128,-0.453,11.505,-0.817,11.514,6.759,4.754,4.139,4.148,0.5487,3.539,9.0,11.538,92.25
3.1217,1,SUSTAIN,12.163,1.865,-2.228,3.508,5.778,0.128,-0.453,11.505,-0.817,11.514,6.759,4.754,4.139,4.148,0.5487,3.539,9.0,11.538,92.25
3.1432,1,SUSTAIN,12.252,2.007,-2.223,3.329,5.936,0.05,-0.725,11.488,-0.83,11.511,6.806,4.705,4.001,4.011,0.525,3.536,9.0,11.538,93.61
3.1646,1,SUSTAIN,12.252,2.007,-2.223,3.329,5.936,0.05,-0.725,11.488,-0.83,11.511,6.806,4.705,4.001,4.011,0.525,3.536,9.0,11.538,93.61
3.1866,1,SUSTAIN,12.391,2.251,-2.22,3.044,6.163,-0.055,-1.194,11.445,-0.839,11.507,6.873,4.633,3.77,3.78,0.4841,3.527,9.0,11.538,95.95
3.2074,1,SUSTAIN,12.391,2.251,-2.22,3.044,6.163,-0.055,-1.194,11.445,-0.839,11.507,6.873,4.633,3.77,3.78,0.4841,3.527,9.0,11.538,95.95
3.229,1,SUSTAIN,12.496,2.454,-2.22,2.8,6.341,-0.137,-1.592,11.393,-0.839,11.503,6.932,4.571,3.58,3.591,0.4491,3.519,9.0,11.538,97.96
3.2498,1,TURN,12.594,2.665,-2.222,2.56,6.489,-0.209,-2.176,11.323,-0.834,11.53,6.976,4.554,3.388,3.399,0.4117,3.506,8.673,11.567,100.88
3.2714,1,TURN,12.594,2.665,-2.222,2.56,6.489,-0.209,-2.176,11.323,-0.834,11.53,6.976,4.554,3.388,3.399,0.4117,3.506,8.673,11.567,100.88
3.2928,1,TURN,12.685,2.88,-2.227,2.33,6.65,-0.316,-2.786,11.005,-0.82,11.352,7.046,4.306,3.194,3.206,0.3719,3.498,8.37,11.119,104.2
3.3145,1,TURN,12.685,2.88,-2.227,2.33,6.65,-0.316,-2.742,10.831,-0.82,11.172,7.046,4.126,3.194,3.206,0.3719,3.498,8.37,11.119,104.2
3.3362,1,TURN,12.787,3.156,-2.238,2.063,6.843,-0.462,-3.445,10.442,-0.786,10.995,7.148,3.848,2.951,2.963,0.3181,3.489,8.015,10.592,108.26
3.3578,1,TURN,12.787,3.156,-2.238,2.063,6.843,-0.462,-3.389,10.271,-0.786,10.816,7.148,3.668,2.951,2.963,0.3181,3.489,8.015,10.592,108.26
3.3794,1,TURN,12.846,3.326,-2.246,1.919,6.944,-0.518,-3.757,9.953,-0.761,10.638,7.204,3.434,2.804,2.816,0.2816,3.48,7.829,10.31,110.68
3.4007,1,TURN,12.936,3.617,-2.263,1.595,7.114,-0.622,-4.359,9.511,-0.711,10.462,7.291,3.171,2.56,2.571,0.2138,3.459,7.573,9.908,114.62
3.4223,1,TURN,12.936,3.617,-2.263,1.595,7.114,-0.622,-4.284,9.347,-0.711,10.282,7.291,2.992,2.56,2.571,0.2138,3.459,7.573,9.908,114.62
3.4436,2,SUSTAIN,12.997,3.854,-2.279,1.334,7.252,-0.694,-5.514,8.987,-0.663,10.544,7.374,3.17,9.556,9.559,1.0205,3.993,9.0,11.538,121.53
3.4653,2,SUSTAIN,12.997,3.854,-2.279,1.334,7.252,-0.694,-5.639,9.192,-0.663,10.784,7.374,3.41,9.556,9.559,1.0205,3.993,9.0,11.538,121.53
3.4869,2,SUSTAIN,13.05,4.095,-2.297,1.065,7.361,-0.736,-5.935,9.29,-0.608,11.024,7.438,3.586,9.38,9.382,1.0023,3.998,9.0,11.538,122.57
3.5075,2,SUSTAIN,13.097,4.343,-2.315,0.779,7.449,-0.772,-6.241,9.377,-0.554,11.264,7.489,3.775,9.199,9.2,0.9835,3.998,9.0,11.538,123.65
3.5288,2,SUSTAIN,13.097,4.343,-2.315,0.779,7.449,-0.772,-6.374,9.577,-0.554,11.504,7.489,4.015,9.199,9.2,0.9835,3.998,9.0,11.538,123.65
3.5499,2,SUSTAIN,13.136,4.593,-2.335,0.504,7.533,-0.812,-6.573,9.481,-0.496,11.537,7.549,3.987,9.013,9.014,0.9645,4.001,9.0,11.538,124.74
3.5714,2,SUSTAIN,13.136,4.593,-2.335,0.504,7.533,-0.812,-6.573,9.481,-0.496,11.537,7.549,3.987,9.013,9.014,0.9645,4.001,9.0,11.538,124.74
3.593,2,SUSTAIN,13.164,4.846,-2.355,0.208,7.61,-0.861,-6.753,9.354,-0.434,11.537,7.613,3.924,8.823,8.824,0.9455,4.005,9.0,11.538,125.83
3.6146,2,SUSTAIN,13.164,4.846,-2.355,0.208,7.61,-0.861,-6.753,9.354,-0.434,11.537,7.613,3.924,8.823,8.824,0.9455,4.005,9.0,11.538,125.83
3.6363,2,SUSTAIN,13.185,5.166,-2.383,-0.222,7.665,-0.905,-6.974,9.191,-0.351,11.537,7.668,3.869,8.579,8.58,0.9218,4.004,9.0,11.538,127.19
3.6573,2,SUSTAIN,13.192,5.426,-2.405,-0.535,7.695,-0.918,-7.151,9.054,-0.285,11.538,7.714,3.824,8.377,8.378,0.9023,4.003,9.0,11.538,128.3
3.6789,2,SUSTAIN,13.192,5.426,-2.405,-0.535,7.695,-0.918,-7.151,9.054,-0.285,11.538,7.714,3.824,8.377,8.378,0.9023,4.003,9.0,11.538,128.3
3.7002,2,SUSTAIN,13.188,5.686,-2.428,-0.872,7.68,-0.897,-7.325,8.915,-0.217,11.538,7.73,3.808,8.172,8.172,0.883,3.995,9.0,11.538,129.41
3.7218,2,SUSTAIN,13.188,5.686,-2.428,-0.872,7.68,-0.897,-7.325,8.915,-0.217,11.538,7.73,3.808,8.172,8.172,0.883,3.995,9.0,11.538,129.41
3.7434,2,SUSTAIN,13.171,5.944,-2.45,-1.255,7.65,-0.879,-7.492,8.775,-0.151,11.538,7.752,3.786,7.963,7.963,0.8641,3.988,9.0,11.538,130.49
3.7649,2,SUSTAIN,13.171,5.944,-2.45,-1.255,7.65,-0.879,-7.492,8.775,-0.151,11.538,7.752,3.786,7.963,7.963,0.8641,3.988,9.0,11.538,130.49
3.7867,2,SUSTAIN,13.142,6.202,-2.471,-1.621,7.623,-0.85,-7.656,8.632,-0.087,11.538,7.794,3.745,7.749,7.749,0.8453,3.987,9.0,11.538,131.57
3.8077,2,SUSTAIN,13.091,6.526,-2.496,-2.087,7.538,-0.784,-7.859,8.449,-0.013,11.538,7.822,3.717,7.476,7.476,0.8216,3.978,9.0,11.538,132.93
3.8294,2,SUSTAIN,13.091,6.526,-2.496,-2.087,7.538,-0.784,-7.859,8.449,-0.013,11.538,7.822,3.717,7.476,7.476,0.8216,3.978,9.0,11.538,132.93
3.8502,2,SUSTAIN,13.036,6.782,-2.513,-2.483,7.464,-0.724,-8.013,8.302,0.04,11.538,7.866,3.672,7.252,7.252,0.8031,3.978,9.0,11.538,133.98
3.8718,2,SUSTAIN,13.036,6.782,-2.513,-2.483,7.464,-0.724,-8.013,8.302,0.04,11.538,7.866,3.672,7.252,7.252,0.8031,3.978,9.0,11.538,133.98
3.8931,2,SUSTAIN,12.968,7.035,-2.53,-2.832,7.429,-0.694,-8.161,8.156,0.09,11.538,7.95,3.588,7.024,7.024,0.7851,3.987,9.0,11.538,135.02
3.9137,2,SUSTAIN,12.889,7.289,-2.545,-3.215,7.375,-0.642,-8.308,8.006,0.134,11.538,8.046,3.492,6.789,6.789,0.7669,4.0,9.0,11.538,136.06
3.9352,2,SUSTAIN,12.889,7.289,-2.545,-3.215,7.375,-0.642,-8.308,8.006,0.134,11.538,8.046,3.492,6.789,6.789,0.7669,4.0,9.0,11.538,136.06
3.9566,2,SUSTAIN,12.797,7.541,-2.557,-3.573,7.314,-0.57,-8.451,7.855,0.172,11.538,8.14,3.398,6.549,6.549,0.7489,4.012,9.0,11.538,137.09
3.9778,2,SUSTAIN,12.797,7.541,-2.557,-3.573,7.314,-0.57,-8.451,7.855,0.172,11.538,8.14,3.398,6.549,6.549,0.7489,4.012,9.0,11.538,137.09
3.9995,2,SUSTAIN,12.664,7.853,-2.571,-4.036,7.246,-0.499,-8.623,7.666,0.213,11.538,8.294,3.244,6.241,6.241,0.7268,4.036,9.0,11.538,138.36
4.0211,2,SUSTAIN,12.664,7.853,-2.571,-4.036,7.246,-0.499,-8.623,7.666,0.213,11.538,8.294,3.244,6.241,6.241,0.7268,4.036,9.0,11.538,138.36
4.0428,2,SUSTAIN,12.575,8.038,-2.578,-4.328,7.188,-0.45,-8.721,7.553,0.235,11.537,8.391,3.147,6.052,6.052,0.7138,4.052,9.0,11.538,139.1
4.0637,2,SUSTAIN,12.445,8.285,-2.584,-4.651,7.123,-0.374,-8.853,7.398,0.253,11.537,8.507,3.03,5.793,5.794,0.6961,4.07,9.0,11.538,140.11
4.0852,2,SUSTAIN,12.445,8.285,-2.584,-4.651,7.123,-0.374,-8.853,7.398,0.253,11.537,8.507,3.03,5.793,5.794,0.6961,4.07,9.0,11.538,140.11
4.1064,2,SUSTAIN,12.267,8.591,-2.589,-5.079,7.038,-0.286,-9.014,7.201,0.267,11.537,8.679,2.858,5.462,5.462,0.674,4.099,9.0,11.538,141.38
4.1274,2,SUSTAIN,12.267,8.591,-2.589,-5.079,7.038,-0.286,-9.014,7.201,0.267,11.537,8.679,2.858,5.462,5.462,0.674,4.099,9.0,11.538,141.38
4.149,2,SUSTAIN,12.112,8.832,-2.59,-5.414,6.959,-0.2,-9.139,7.041,0.271,11.537,8.818,2.719,5.191,5.191,0.6565,4.122,9.0,11.538,142.39
4.1707,2,SUSTAIN,12.112,8.832,-2.59,-5.414,6.959,-0.2,-9.139,7.041,0.271,11.537,8.818,2.719,5.191,5.191,0.6565,4.122,9.0,11.538,142.39
4.1922,2,SUSTAIN,11.944,9.069,-2.59,-5.743,6.879,-0.117,-9.26,6.881,0.269,11.537,8.962,2.575,4.914,4.915,0.639,4.147,9.0,11.538,143.39
4.2128,2,SUSTAIN,11.723,9.365,-2.585,-6.115,6.776,-0.009,-9.417,6.665,0.254,11.536,9.127,2.409,4.561,4.561,0.6159,4.174,9.0,11.538,144.71
4.2343,2,SUSTAIN,11.723,9.365,-2.585,-6.115,6.776,-0.009,-9.417,6.665,0.254,11.536,9.127,2.409,4.561,4.561,0.6159,4.174,9.0,11.538,144.71
4.2558,2,SUSTAIN,11.533,9.597,-2.578,-6.398,6.666,0.07,-9.54,6.487,0.235,11.537,9.239,2.297,4.273,4.274,0.5972,4.19,9.0,11.538,145.78
4.2775,2,SUSTAIN,11.533,9.597,-2.578,-6.398,6.666,0.07,-9.54,6.487,0.235,11.537,9.239,2.297,4.273,4.274,0.5972,4.19,9.0,11.538,145.78
4.2992,2,TURN,11.334,9.825,-2.57,-6.676,6.56,0.132,-9.746,5.954,0.211,11.421,9.359,2.061,3.981,3.982,0.5781,4.208,8.426,11.422,148.58
4.3209,2,TURN,11.334,9.825,-2.57,-6.676,6.56,0.132,-9.746,5.954,0.211,11.421,9.359,2.061,3.981,3.982,0.5781,4.208,8.426,11.422,148.58
4.3416,2,TURN,11.125,10.05,-2.56,-6.942,6.482,0.18,-9.927,5.274,0.18,11.241,9.498,1.743,3.684,3.685,0.5579,4.23,7.975,10.789,152.02
4.3623,2,TURN,10.907,10.272,-2.548,-7.21,6.337,0.239,-10.053,4.614,0.143,11.061,9.599,1.462,3.382,3.382,0.5365,4.241,7.581,10.235,155.35
4.3833,2,TURN,10.907,10.272,-2.548,-7.21,6.337,0.239,-9.89,4.539,0.143,10.881,9.599,1.282,3.382,3.382,0.5365,4.241,7.581,10.235,155.35
4.404,2,TURN,10.68,10.488,-2.534,-7.43,6.22,0.289,-9.962,3.91,0.103,10.702,9.69,1.012,3.077,3.077,0.5137,4.25,7.258,9.776,158.57
4.4255,2,TURN,10.68,10.488,-2.534,-7.43,6.22,0.289,-9.794,3.844,0.103,10.522,9.69,0.832,3.077,3.077,0.5137,4.25,7.258,9.776,158.57
4.4464,2,TURN,10.446,10.699,-2.519,-7.597,6.071,0.352,-9.815,3.26,0.058,10.342,9.725,0.618,2.77,2.77,0.4889,4.242,7.028,9.443,161.63
4.4679,2,TURN,10.446,10.699,-2.519,-7.597,6.071,0.352,-9.644,3.203,0.058,10.162,9.725,0.438,2.77,2.77,0.4889,4.242,7.028,9.443,161.63
4.4895,3,SUSTAIN,10.145,10.956,-2.499,-7.761,5.893,0.422,-10.348,1.065,-0.004,10.402,9.745,0.657,10.198,10.198,1.0853,4.627,9.0,11.538,174.13
4.5108,3,SUSTAIN,9.961,11.106,-2.485,-7.854,5.772,0.459,-10.6,0.951,-0.046,10.642,9.747,0.895,10.001,10.001,1.0723,4.619,9.0,11.538,174.87
4.5316,3,SUSTAIN,9.961,11.106,-2.485,-7.854,5.772,0.459,-10.839,0.973,-0.046,10.882,9.747,1.135,10.001,10.001,1.0723,4.619,9.0,11.538,174.87
4.553,3,SUSTAIN,9.648,11.347,-2.46,-8.009,5.486,0.52,-11.097,0.751,-0.119,11.122,9.708,1.414,9.67,9.67,1.0503,4.596,9.0,11.538,176.13
4.5745,3,SUSTAIN,9.648,11.347,-2.46,-8.009,5.486,0.52,-11.336,0.767,-0.119,11.362,9.708,1.654,9.67,9.67,1.0503,4.596,9.0,11.538,176.13
4.5961,3,SUSTAIN,9.393,11.53,-2.44,-8.144,5.209,0.52,-11.524,0.577,-0.179,11.538,9.668,1.87,9.405,9.405,1.0328,4.574,9.0,11.538,177.13
4.6176,3,SUSTAIN,9.393,11.53,-2.44,-8.144,5.209,0.52,-11.524,0.577,-0.179,11.538,9.668,1.87,9.405,9.405,1.0328,4.574,9.0,11.538,177.13
4.6389,3,SUSTAIN,9.133,11.703,-2.421,-8.25,4.918,0.506,-11.532,0.375,-0.238,11.538,9.605,1.933,9.138,9.138,1.0153,4.548,9.0,11.538,178.14
4.6602,3,SUSTAIN,8.87,11.865,-2.401,-8.316,4.595,0.496,-11.536,0.175,-0.296,11.538,9.501,2.037,8.871,8.872,0.998,4.511,9.0,11.538,179.13
4.6817,3,SUSTAIN,8.87,11.865,-2.401,-8.316,4.595,0.496,-11.536,0.175,-0.296,11.538,9.501,2.037,8.871,8.872,0.998,4.511,9.0,11.538,179.13
4.7034,3,SUSTAIN,8.538,12.052,-2.378,-8.362,4.169,0.488,-11.537,-0.07,-0.365,11.537,9.344,2.194,8.538,8.539,0.9767,4.458,9.0,11.538,-179.65
4.7244,3,SUSTAIN,8.538,12.052,-2.378,-8.362,4.169,0.488,-11.537,-0.07,-0.365,11.537,9.344,2.194,8.538,8.539,0.9767,4.458,9.0,11.538,-179.65
4.7461,3,SUSTAIN,8.271,12.188,-2.361,-8.389,3.793,0.476,-11.534,-0.262,-0.417,11.537,9.206,2.331,8.273,8.274,0.9601,4.413,9.0,11.538,-178.7
4.7676,3,SUSTAIN,8.271,12.188,-2.361,-8.389,3.793,0.476,-11.534,-0.262,-0.417,11.537,9.206,2.331,8.273,8.274,0.9601,4.413,9.0,11.538,-178.7
4.7891,3,SUSTAIN,8.001,12.31,-2.344,-8.404,3.422,0.435,-11.528,-0.447,-0.467,11.536,9.074,2.462,8.007,8.009,0.944,4.37,9.0,11.538,-177.78
4.8103,3,SUSTAIN,7.731,12.42,-2.329,-8.425,3.008,0.372,-11.519,-0.625,-0.512,11.536,8.946,2.59,7.743,7.745,0.9286,4.328,9.0,11.538,-176.89
4.8316,3,SUSTAIN,7.731,12.42,-2.329,-8.425,3.008,0.372,-11.519,-0.625,-0.512,11.536,8.946,2.59,7.743,7.745,0.9286,4.328,9.0,11.538,-176.89
4.8532,3,SUSTAIN,7.46,12.515,-2.317,-8.451,2.63,0.287,-11.508,-0.795,-0.548,11.535,8.851,2.684,7.478,7.48,0.9138,4.295,9.0,11.538,-176.05
4.8748,3,SUSTAIN,7.46,12.515,-2.317,-8.451,2.63,0.287,-11.508,-0.795,-0.548,11.535,8.851,2.684,7.478,7.48,0.9138,4.295,9.0,11.538,-176.05
4.8955,3,SUSTAIN,7.189,12.598,-2.308,-8.456,2.234,0.192,-11.495,-0.957,-0.575,11.534,8.746,2.788,7.214,7.216,0.8997,4.259,9.0,11.538,-175.24
4.9165,3,SUSTAIN,6.916,12.67,-2.302,-8.465,1.872,0.105,-11.48,-1.112,-0.595,11.534,8.67,2.864,6.949,6.951,0.8862,4.232,9.0,11.538,-174.47
4.938,3,SUSTAIN,6.916,12.67,-2.302,-8.465,1.872,0.105,-11.48,-1.112,-0.595,11.534,8.67,2.864,6.949,6.951,0.8862,4.232,9.0,11.538,-174.47
4.9594,3,SUSTAIN,6.575,12.742,-2.297,-8.479,1.437,-0.016,-11.46,-1.293,-0.608,11.533,8.6,2.933,6.617,6.62,0.8705,4.204,9.0,11.538,-173.56
4.9806,3,SUSTAIN,6.575,12.742,-2.297,-8.479,1.437,-0.016,-11.46,-1.293,-0.608,11.533,8.6,2.933,6.617,6.62,0.8705,4.204,9.0,11.538,-173.56
5.0025,3,SUSTAIN,6.302,12.786,-2.298,-8.477,1.122,-0.103,-11.444,-1.428,-0.607,11.533,8.551,2.981,6.351,6.355,0.8587,4.184,9.0,11.538,-172.89
5.0238,3,SUSTAIN,6.302,12.786,-2.298,-8.477,1.122,-0.103,-11.444,-1.428,-0.607,11.533,8.551,2.981,6.351,6.355,0.8587,4.184,9.0,11.538,-172.89
5.0454,3,SUSTAIN,6.028,12.821,-2.3,-8.48,0.813,-0.176,-11.427,-1.556,-0.599,11.532,8.519,3.013,6.084,6.087,0.8475,4.169,9.0,11.538,-172.25
